Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2010-04-18,Elvis,A compelling story about survival.,6.488837,47,5.3,en,"Thriller, Comedy",https://image.tmdb.org/t/p/original/60670.jpg
1994-07-10,Fallen Leaves,A compelling story about love.,56.563777,6000,6.9,en,"Fantasy, Action",https://image.tmdb.org/t/p/original/17116.jpg
2003-09-07,The Florida Project,A compelling story about war.,2.655681,5448,5.5,en,Documentary,https://image.tmdb.org/t/p/original/86832.jpg
1996-09-09,The Son 5,A compelling story about friendship.,41.610221,24071,6.8,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/77435.jpg
1994-10-21,Sick of Myself,A compelling story about family.,70.768024,15745,6.0,en,Fantasy,https://image.tmdb.org/t/p/original/15573.jpg
2016-11-25,The Worst Person in the World,A compelling story about justice.,3.899713,28217,7.9,en,"Fantasy, Horror, Science Fiction",https://image.tmdb.org/t/p/original/69996.jpg
2017-06-27,Downsizing,A compelling story about friendship.,25.607437,10866,6.9,en,Fantasy,https://image.tmdb.org/t/p/original/78328.jpg
2010-04-07,The Gentlemen,A compelling story about justice.,0.822389,483,6.5,zh,"Fantasy, Animation, Science Fiction",https://image.tmdb.org/t/p/original/67826.jpg
1993-08-16,Manchester by the Sea,A compelling story about adventure.,10.398095,68,4.5,en,"Fantasy, War",https://image.tmdb.org/t/p/original/26632.jpg
1992-05-14,Herself,A compelling story about family.,14.525117,2646,5.6,en,"Documentary, Romance, Comedy",https://image.tmdb.org/t/p/original/95352.jpg
1997-02-15,Glass Onion: A Knives Out Mystery 5,A compelling story about adventure.,17.38076,14844,6.1,en,"TV Movie, Animation",https://image.tmdb.org/t/p/original/21603.jpg
2000-10-11,Les Misérables 2,A compelling story about discovery.,54.957844,15587,6.3,en,Western,https://image.tmdb.org/t/p/original/18380.jpg
2014-04-19,Oppenheimer,A compelling story about family.,22.310125,19008,7.0,it,"Horror, Thriller, TV Movie",https://image.tmdb.org/t/p/original/39288.jpg
1991-05-01,Joker,A compelling story about adventure.,13.127742,27200,6.4,en,War,https://image.tmdb.org/t/p/original/95963.jpg
1990-08-10,Interstellar,A compelling story about adventure.,33.180447,7306,5.0,en,Drama,https://image.tmdb.org/t/p/original/82636.jpg
1998-07-02,Never Rarely Sometimes Always 5,A compelling story about family.,60.128918,21393,6.9,en,"Action, Thriller, Western",https://image.tmdb.org/t/p/original/49668.jpg
2023-01-11,Crimes of the Future,A compelling story about adventure.,0.446265,12680,5.6,hi,Family,https://image.tmdb.org/t/p/original/73737.jpg
1991-02-16,The Lion King,A compelling story about friendship.,80.935414,25997,5.4,en,"Comedy, Music, Mystery",https://image.tmdb.org/t/p/original/93160.jpg
1996-07-24,Time,A compelling story about friendship.,1.801386,24670,4.9,fr,"Thriller, Action",https://image.tmdb.org/t/p/original/18051.jpg
2009-05-11,Jojo Rabbit,A compelling story about friendship.,33.681805,9735,5.8,en,"Drama, Family",https://image.tmdb.org/t/p/original/50254.jpg
2012-07-03,Hillbilly Elegy,A compelling story about war.,6.579382,20191,5.5,en,"Adventure, War, Horror",https://image.tmdb.org/t/p/original/17125.jpg
2010-08-20,Jojo Rabbit 5,A compelling story about love.,2.835411,2684,7.6,en,War,https://image.tmdb.org/t/p/original/33858.jpg
1993-07-10,Vice,A compelling story about adventure.,11.591215,15806,5.9,en,War,https://image.tmdb.org/t/p/original/31967.jpg
2019-08-28,Guillermo del Toro's Pinocchio,A compelling story about family.,20.654052,11075,6.8,en,"Mystery, Adventure, Western",https://image.tmdb.org/t/p/original/73974.jpg
1997-06-20,The Son,A compelling story about survival.,9.591444,22830,4.0,en,"Mystery, Documentary, History",https://image.tmdb.org/t/p/original/44316.jpg
1996-01-08,Ferrari,A compelling story about adventure.,1.122211,19514,7.1,en,"War, Music, Romance",https://image.tmdb.org/t/p/original/91187.jpg
1993-01-05,Eternals,A compelling story about discovery.,18.29889,25676,7.0,en,"Western, Animation, War",https://image.tmdb.org/t/p/original/35812.jpg
1996-06-28,Judy,A compelling story about family.,46.538227,11036,4.5,en,Drama,https://image.tmdb.org/t/p/original/11206.jpg
2017-04-06,Hillbilly Elegy,A compelling story about survival.,9.664707,28810,5.2,en,War,https://image.tmdb.org/t/p/original/99636.jpg
1995-04-24,Carol,A compelling story about love.,4.875416,2086,5.4,en,"Science Fiction, Music, TV Movie",https://image.tmdb.org/t/p/original/16942.jpg
2013-09-01,Her Smell,A compelling story about adventure.,11.68863,19584,6.0,en,"Drama, War",https://image.tmdb.org/t/p/original/40022.jpg
1993-05-26,Judas and the Black Messiah,A compelling story about love.,0.991426,4797,5.4,en,"Action, Fantasy, Adventure",https://image.tmdb.org/t/p/original/77288.jpg
1992-02-02,Sick of Myself,A compelling story about friendship.,34.350218,22450,5.9,en,"Fantasy, Comedy",https://image.tmdb.org/t/p/original/97087.jpg
2009-02-09,Darkest Hour,A compelling story about survival.,35.013212,28814,7.0,de,"Animation, Mystery",https://image.tmdb.org/t/p/original/31464.jpg
2011-12-20,News of the World,A compelling story about friendship.,17.734661,7504,5.5,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/90840.jpg
2014-05-23,Corsage,A compelling story about survival.,8.71136,25794,6.6,zh,Mystery,https://image.tmdb.org/t/p/original/58356.jpg
2000-03-19,Weathering with You 4,A compelling story about survival.,32.167106,19971,6.4,ja,Horror,https://image.tmdb.org/t/p/original/58251.jpg
2019-02-05,Inception,A compelling story about war.,16.179559,21135,2.7,es,"TV Movie, Music",https://image.tmdb.org/t/p/original/39677.jpg
2010-03-25,The Whale,A compelling story about war.,34.96622,23226,5.2,en,Western,https://image.tmdb.org/t/p/original/60039.jpg
2016-11-15,The Teachers' Lounge 5,A compelling story about survival.,19.964055,2591,7.4,de,"Animation, Action",https://image.tmdb.org/t/p/original/95294.jpg
1997-09-17,Booksmart,A compelling story about friendship.,30.687117,15610,5.1,es,"TV Movie, Action",https://image.tmdb.org/t/p/original/39559.jpg
2005-10-16,Broker,A compelling story about discovery.,18.254093,20181,4.9,it,"War, Action, Horror",https://image.tmdb.org/t/p/original/20434.jpg
2021-05-11,The Shape of Water,A compelling story about friendship.,10.693525,25101,7.4,en,"Thriller, Fantasy, TV Movie",https://image.tmdb.org/t/p/original/55534.jpg
2020-04-03,The Godfather,A compelling story about family.,63.375949,14343,6.4,fr,"Thriller, Music, TV Movie",https://image.tmdb.org/t/p/original/70613.jpg
2006-05-23,"I, Tonya",A compelling story about justice.,15.579062,23497,7.9,fr,"Fantasy, Adventure, Documentary",https://image.tmdb.org/t/p/original/94146.jpg
1995-06-18,Brooklyn 2,A compelling story about love.,18.581923,10414,5.6,en,"Western, Family",https://image.tmdb.org/t/p/original/40890.jpg
2005-11-21,Iron Man,A compelling story about adventure.,4.981735,11176,7.6,de,"Science Fiction, Animation, Drama",https://image.tmdb.org/t/p/original/69761.jpg
2003-12-03,Napoleon 5,A compelling story about discovery.,19.651324,942,5.1,en,"Crime, Science Fiction, Family",https://image.tmdb.org/t/p/original/15675.jpg
1994-08-02,Darkest Hour,A compelling story about survival.,16.954316,18057,3.1,fr,"History, Fantasy",https://image.tmdb.org/t/p/original/39177.jpg
2003-01-22,Tenet,A compelling story about love.,4.087378,8758,7.0,fr,"Fantasy, Horror, Action",https://image.tmdb.org/t/p/original/82856.jpg
2003-08-27,Society of the Snow 4,A compelling story about family.,1.228725,15587,6.9,en,"Science Fiction, Drama",https://image.tmdb.org/t/p/original/80207.jpg
2014-04-16,Napoleon,A compelling story about discovery.,18.544977,24308,7.0,ja,"Adventure, Comedy, Horror",https://image.tmdb.org/t/p/original/54412.jpg
1996-06-07,Evil Does Not Exist,A compelling story about survival.,28.852408,26257,6.0,ko,Mystery,https://image.tmdb.org/t/p/original/69093.jpg
2023-09-28,May December 3,A compelling story about war.,14.821612,15025,8.0,en,Fantasy,https://image.tmdb.org/t/p/original/67870.jpg
2010-05-23,Arrival 3,A compelling story about war.,5.143643,25578,7.2,en,"Music, Science Fiction, TV Movie",https://image.tmdb.org/t/p/original/26840.jpg
2019-11-05,Joker 5,A compelling story about survival.,21.963566,16118,7.2,fr,History,https://image.tmdb.org/t/p/original/95900.jpg
2022-02-05,Marriage Story,A compelling story about love.,1.669931,26214,6.3,en,"Mystery, Romance",https://image.tmdb.org/t/p/original/64550.jpg
2004-06-13,"Argentina, 1985 5",A compelling story about family.,11.661967,26277,4.6,en,Romance,https://image.tmdb.org/t/p/original/10511.jpg
2018-10-17,Return to Seoul,A compelling story about survival.,3.56739,21246,6.3,it,Adventure,https://image.tmdb.org/t/p/original/36759.jpg
2002-07-07,Inside the Yellow Cocoon Shell,A compelling story about family.,4.078073,1114,6.6,hi,"Comedy, Crime",https://image.tmdb.org/t/p/original/38155.jpg
1994-05-14,Mad Max: Fury Road,A compelling story about love.,4.520302,17664,8.6,en,"Animation, Romance, Drama",https://image.tmdb.org/t/p/original/34729.jpg
2000-11-10,Interstellar,A compelling story about war.,9.778251,27488,6.5,en,"Western, Romance",https://image.tmdb.org/t/p/original/59371.jpg
1996-03-15,The Suicide Squad,A compelling story about justice.,1.050095,12946,4.9,en,Animation,https://image.tmdb.org/t/p/original/13529.jpg
1996-12-04,May December 2,A compelling story about love.,10.143095,9611,6.8,de,"Family, Drama",https://image.tmdb.org/t/p/original/65432.jpg
2005-01-15,The Boy and the Heron,A compelling story about justice.,14.336811,3656,7.7,ja,War,https://image.tmdb.org/t/p/original/35409.jpg
2001-05-01,Memory Box 5,A compelling story about justice.,13.205636,21481,8.3,en,"Mystery, War",https://image.tmdb.org/t/p/original/55194.jpg
2020-11-17,Judy,A compelling story about friendship.,9.650728,25916,6.1,en,"Family, Mystery, Horror",https://image.tmdb.org/t/p/original/85717.jpg
2018-06-09,Robot Dreams,A compelling story about discovery.,36.545239,21117,6.0,en,"Adventure, Western",https://image.tmdb.org/t/p/original/83970.jpg
1997-09-03,The Promised Land,A compelling story about adventure.,3.14072,14970,4.5,de,Horror,https://image.tmdb.org/t/p/original/92235.jpg
2012-07-07,Babylon,A compelling story about war.,14.092121,14888,5.5,en,"Adventure, Family, Fantasy",https://image.tmdb.org/t/p/original/87686.jpg
1999-07-17,The Shape of Water,A compelling story about adventure.,1.28099,18448,6.7,ko,Comedy,https://image.tmdb.org/t/p/original/89322.jpg
2017-09-11,No Time to Die,A compelling story about love.,1.476283,9155,4.4,en,"Crime, Documentary",https://image.tmdb.org/t/p/original/13599.jpg
1993-08-09,Booksmart,A compelling story about adventure.,17.060022,23052,8.7,ko,Horror,https://image.tmdb.org/t/p/original/60183.jpg
2013-02-02,1917,A compelling story about love.,16.695064,18236,5.8,en,"Documentary, Comedy",https://image.tmdb.org/t/p/original/67447.jpg
2014-12-14,Supernova 2,A compelling story about family.,42.080179,2812,6.3,de,Fantasy,https://image.tmdb.org/t/p/original/93767.jpg
2002-05-07,"Argentina, 1985",A compelling story about love.,16.323193,24129,6.6,hi,Family,https://image.tmdb.org/t/p/original/11876.jpg
2015-03-20,A Beautiful Mind 4,A compelling story about friendship.,64.273299,24595,7.6,hi,"Science Fiction, Animation",https://image.tmdb.org/t/p/original/27906.jpg
2007-09-20,Origin 4,A compelling story about love.,0.998408,16375,6.5,hi,Action,https://image.tmdb.org/t/p/original/38917.jpg
2021-09-14,Crimes of the Future 2,A compelling story about love.,2.062986,27195,4.9,en,"Thriller, History",https://image.tmdb.org/t/p/original/23280.jpg
1996-11-02,The Avengers,A compelling story about justice.,0.901325,24707,6.7,en,"Crime, Animation, Family",https://image.tmdb.org/t/p/original/69956.jpg
2005-02-08,Godzilla Minus One,A compelling story about friendship.,4.098138,29368,7.6,en,"War, Romance, Action",https://image.tmdb.org/t/p/original/53340.jpg
1997-01-02,Vice 5,A compelling story about adventure.,15.585874,6115,5.1,en,"TV Movie, Documentary",https://image.tmdb.org/t/p/original/15888.jpg
2007-04-03,Never Rarely Sometimes Always 4,A compelling story about love.,20.745011,18954,7.2,en,"Science Fiction, Crime, TV Movie",https://image.tmdb.org/t/p/original/79097.jpg
1996-05-08,Cold War 3,A compelling story about war.,0.933137,19431,6.5,fr,"Adventure, Crime",https://image.tmdb.org/t/p/original/22973.jpg
2015-07-13,Killers of the Flower Moon 3,A compelling story about family.,58.364646,25026,6.3,it,"Music, Mystery",https://image.tmdb.org/t/p/original/12149.jpg
1996-04-24,Doctor Strange in the Multiverse of Madness,A compelling story about war.,36.92415,2759,5.4,en,"Horror, Family",https://image.tmdb.org/t/p/original/52017.jpg
2007-08-07,Black Panther: Wakanda Forever 4,A compelling story about friendship.,7.036946,16984,5.9,ja,Adventure,https://image.tmdb.org/t/p/original/42001.jpg
2000-04-12,Spotlight,A compelling story about family.,1.606585,17762,6.7,en,"Mystery, Adventure",https://image.tmdb.org/t/p/original/53313.jpg
2008-12-20,Babylon,A compelling story about family.,3.723871,10191,5.7,ja,"Action, Western",https://image.tmdb.org/t/p/original/27737.jpg
2008-12-01,The Lighthouse,A compelling story about adventure.,2.715121,1371,5.0,en,"Western, Mystery, Adventure",https://image.tmdb.org/t/p/original/23583.jpg
1996-03-17,Les Misérables 2,A compelling story about love.,2.631438,24522,5.0,en,"Western, Romance, Science Fiction",https://image.tmdb.org/t/p/original/66922.jpg
2020-12-10,Top Gun: Maverick,A compelling story about justice.,14.619543,3783,6.5,en,"Fantasy, Family",https://image.tmdb.org/t/p/original/33270.jpg
2005-03-11,Doctor Strange in the Multiverse of Madness 4,A compelling story about discovery.,5.643212,13505,6.8,ko,"Horror, Family, Fantasy",https://image.tmdb.org/t/p/original/26799.jpg
1994-03-06,Nyad,A compelling story about friendship.,8.867693,2074,6.1,hi,"Thriller, Animation",https://image.tmdb.org/t/p/original/85556.jpg
2011-08-05,American Beauty,A compelling story about family.,91.137762,18809,8.4,en,"Comedy, Music",https://image.tmdb.org/t/p/original/63468.jpg
1990-11-16,Godzilla Minus One,A compelling story about survival.,23.06016,19345,4.2,en,"Romance, Drama, Family",https://image.tmdb.org/t/p/original/56846.jpg
2017-06-01,If Beale Street Could Talk 4,A compelling story about war.,59.511013,5626,6.7,de,"Action, Romance",https://image.tmdb.org/t/p/original/27299.jpg
2001-05-03,The Favourite 4,A compelling story about war.,3.076001,7985,4.0,en,"Animation, Action, Western",https://image.tmdb.org/t/p/original/30660.jpg
2000-11-25,Toy Story 4,A compelling story about war.,9.629851,10970,6.1,en,Documentary,https://image.tmdb.org/t/p/original/23628.jpg
1990-10-12,Sound of Metal,A compelling story about justice.,16.18157,28002,6.5,en,Animation,https://image.tmdb.org/t/p/original/24385.jpg
2020-10-01,Aftersun,A compelling story about friendship.,1.597279,23495,6.0,it,Drama,https://image.tmdb.org/t/p/original/85228.jpg
2021-04-16,Frozen,A compelling story about justice.,0.083925,26162,3.9,en,Family,https://image.tmdb.org/t/p/original/79177.jpg
1997-01-27,The Boy and the Heron,A compelling story about survival.,22.199593,21397,6.1,en,"Thriller, Documentary",https://image.tmdb.org/t/p/original/64787.jpg
1991-10-22,Brooklyn,A compelling story about war.,20.534366,15334,6.2,en,"TV Movie, History",https://image.tmdb.org/t/p/original/50950.jpg
2008-04-17,Herself 5,A compelling story about discovery.,10.579412,24700,7.3,hi,"Family, Adventure",https://image.tmdb.org/t/p/original/45580.jpg
2022-03-25,1917,A compelling story about war.,13.452938,6253,4.5,en,"Animation, Romance, Adventure",https://image.tmdb.org/t/p/original/72236.jpg
1999-02-04,Decision to Leave 3,A compelling story about adventure.,10.73802,22975,7.9,es,Horror,https://image.tmdb.org/t/p/original/20957.jpg
2009-12-11,Once Upon a Time in Hollywood 4,A compelling story about love.,0.485957,9570,3.2,en,Drama,https://image.tmdb.org/t/p/original/35345.jpg
2018-08-24,Cabrini 4,A compelling story about war.,8.170544,14694,4.6,en,"Fantasy, Crime, Adventure",https://image.tmdb.org/t/p/original/39935.jpg
2012-09-09,Roma,A compelling story about family.,3.897981,8340,6.4,pt,"Crime, TV Movie",https://image.tmdb.org/t/p/original/46399.jpg
2021-05-12,All Quiet on the Western Front,A compelling story about adventure.,2.072223,4933,6.6,en,"Horror, TV Movie, Action",https://image.tmdb.org/t/p/original/21118.jpg
2019-01-27,The Wolf of Wall Street,A compelling story about friendship.,62.801493,6477,8.0,ko,"Crime, History",https://image.tmdb.org/t/p/original/78091.jpg
2012-05-23,Titanic,A compelling story about war.,18.293826,21335,6.4,hi,"Horror, Comedy, Animation",https://image.tmdb.org/t/p/original/24293.jpg
2011-09-25,Nomadland,A compelling story about discovery.,26.087379,27959,6.1,es,"Romance, TV Movie, Family",https://image.tmdb.org/t/p/original/30872.jpg
2020-02-09,If Beale Street Could Talk,A compelling story about adventure.,7.577352,22831,6.7,en,"Documentary, Animation, War",https://image.tmdb.org/t/p/original/88601.jpg
2023-12-21,Fight Club,A compelling story about justice.,9.989378,6086,3.4,ja,"Family, Mystery",https://image.tmdb.org/t/p/original/22976.jpg
1991-03-14,Thor: Love and Thunder,A compelling story about survival.,5.407953,22042,5.0,ko,"War, Music",https://image.tmdb.org/t/p/original/59293.jpg
2004-11-05,The Lighthouse 5,A compelling story about love.,2.039894,8011,4.8,pt,"Science Fiction, Family, Drama",https://image.tmdb.org/t/p/original/80980.jpg
2012-08-01,Bardo,A compelling story about justice.,3.945414,15313,7.3,ja,"Fantasy, Mystery, War",https://image.tmdb.org/t/p/original/62654.jpg
2005-10-24,The Trial of the Chicago 7,A compelling story about friendship.,31.941695,17709,7.8,en,"Romance, Mystery",https://image.tmdb.org/t/p/original/16660.jpg
2017-06-07,Jojo Rabbit,A compelling story about family.,22.635884,16467,8.4,de,"Crime, Drama, Adventure",https://image.tmdb.org/t/p/original/59595.jpg
1995-04-13,Pulp Fiction,A compelling story about adventure.,15.834123,28432,6.9,en,Thriller,https://image.tmdb.org/t/p/original/33719.jpg
1996-05-21,Sound of Metal,A compelling story about love.,12.890564,8685,7.3,en,Thriller,https://image.tmdb.org/t/p/original/52623.jpg
2018-09-06,Parasite,A compelling story about love.,51.132595,12313,6.3,fr,Family,https://image.tmdb.org/t/p/original/38038.jpg
2006-11-12,Napoleon 2,A compelling story about war.,1.510317,17943,5.6,it,"Science Fiction, Thriller, History",https://image.tmdb.org/t/p/original/64665.jpg
2011-07-19,Triangle of Sadness 2,A compelling story about adventure.,6.586778,17753,4.9,fr,"Fantasy, Family",https://image.tmdb.org/t/p/original/19368.jpg
2016-05-10,The Trial of the Chicago 7,A compelling story about love.,8.613746,15138,4.8,ja,"Horror, Action, TV Movie",https://image.tmdb.org/t/p/original/37036.jpg
2002-01-19,Dunkirk,A compelling story about war.,30.504308,18290,4.6,en,"Documentary, Music, Science Fiction",https://image.tmdb.org/t/p/original/96939.jpg
2023-12-11,Weathering with You,A compelling story about war.,97.89607,6669,7.1,en,History,https://image.tmdb.org/t/p/original/78046.jpg
1997-07-26,Robot Dreams,A compelling story about justice.,5.50639,5256,5.7,en,"Horror, Music",https://image.tmdb.org/t/p/original/22559.jpg
2019-10-26,The Banshees of Inisherin 5,A compelling story about family.,41.47831,6977,5.3,en,"Documentary, War",https://image.tmdb.org/t/p/original/78006.jpg
2012-05-04,Poor Things,A compelling story about adventure.,35.512537,6671,3.8,en,Music,https://image.tmdb.org/t/p/original/45429.jpg
1990-08-22,The Souvenir,A compelling story about love.,5.089006,12426,5.1,hi,"TV Movie, War, Thriller",https://image.tmdb.org/t/p/original/77370.jpg
1999-08-22,Ma Rainey's Black Bottom 2,A compelling story about adventure.,10.194278,520,5.9,en,"Fantasy, Documentary, Comedy",https://image.tmdb.org/t/p/original/69340.jpg
1999-09-10,Crimes of the Future,A compelling story about friendship.,10.541569,8624,4.4,en,Western,https://image.tmdb.org/t/p/original/78898.jpg
2000-05-16,Crimes of the Future,A compelling story about family.,76.535877,2442,9.4,en,"Family, War",https://image.tmdb.org/t/p/original/59781.jpg
2008-02-26,The Teachers' Lounge 2,A compelling story about friendship.,3.990784,1916,4.6,fr,Music,https://image.tmdb.org/t/p/original/75460.jpg
2008-01-15,Rocketman,A compelling story about justice.,32.104732,28913,7.6,en,"Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/71628.jpg
1992-04-10,The Florida Project,A compelling story about family.,8.1351,25544,6.1,en,"TV Movie, Western, Family",https://image.tmdb.org/t/p/original/70905.jpg
1997-01-16,The Gentlemen,A compelling story about friendship.,26.251241,25410,5.5,en,Comedy,https://image.tmdb.org/t/p/original/19653.jpg
2009-01-14,Thor: Love and Thunder,A compelling story about discovery.,10.894923,15564,5.9,en,"Romance, Adventure, Action",https://image.tmdb.org/t/p/original/19754.jpg
2012-11-27,American Fiction,A compelling story about family.,17.272057,16458,6.2,es,"Science Fiction, Music, Family",https://image.tmdb.org/t/p/original/13959.jpg
1990-01-09,The Dark Knight,A compelling story about survival.,35.748789,4938,6.5,en,"Family, War, Music",https://image.tmdb.org/t/p/original/86197.jpg
1998-06-10,Bohemian Rhapsody,A compelling story about love.,32.609714,4720,5.0,en,"Science Fiction, Romance",https://image.tmdb.org/t/p/original/15868.jpg
2022-11-25,Rocketman 2,A compelling story about love.,40.261571,11550,6.9,pt,Action,https://image.tmdb.org/t/p/original/99189.jpg
1999-02-23,Manchester by the Sea,A compelling story about adventure.,1.229368,6134,5.9,en,"Fantasy, Documentary, Thriller",https://image.tmdb.org/t/p/original/86749.jpg
2007-03-24,The Teachers' Lounge 3,A compelling story about love.,23.556393,7847,4.6,en,Western,https://image.tmdb.org/t/p/original/41789.jpg
2002-07-19,Perfect Days,A compelling story about war.,3.016164,15593,5.7,es,"Family, Romance, Horror",https://image.tmdb.org/t/p/original/36016.jpg
1995-05-08,Avatar 2,A compelling story about justice.,10.750873,17194,7.9,es,"TV Movie, History",https://image.tmdb.org/t/p/original/95577.jpg
1992-08-12,Forrest Gump,A compelling story about family.,15.907515,22457,6.5,en,"Drama, Western, TV Movie",https://image.tmdb.org/t/p/original/31193.jpg
2005-11-21,Knives Out 5,A compelling story about justice.,10.308038,24863,6.2,fr,"Action, Music, Drama",https://image.tmdb.org/t/p/original/11391.jpg
2014-07-13,A Beautiful Mind 2,A compelling story about family.,14.66321,6119,5.7,en,"Family, Fantasy",https://image.tmdb.org/t/p/original/69381.jpg
1996-05-10,The Gentlemen,A compelling story about love.,113.25075,9919,5.8,hi,"Animation, Mystery",https://image.tmdb.org/t/p/original/92212.jpg
2009-03-19,Promising Young Woman 2,A compelling story about justice.,2.905541,26999,6.5,es,"TV Movie, Adventure",https://image.tmdb.org/t/p/original/62148.jpg
2017-11-11,"Argentina, 1985",A compelling story about family.,22.506686,6669,5.9,en,"Science Fiction, War",https://image.tmdb.org/t/p/original/33638.jpg
1998-11-25,Tár 2,A compelling story about survival.,10.083654,1248,6.7,en,Music,https://image.tmdb.org/t/p/original/57733.jpg
2002-05-05,Three Billboards Outside Ebbing Missouri 4,A compelling story about justice.,2.854552,22976,6.6,en,"History, Fantasy, Music",https://image.tmdb.org/t/p/original/73104.jpg
2016-09-07,The Lion King 4,A compelling story about adventure.,3.457013,20917,4.8,fr,Western,https://image.tmdb.org/t/p/original/37906.jpg
2009-05-03,The Grand Budapest Hotel,A compelling story about survival.,59.625981,15074,6.8,ja,Music,https://image.tmdb.org/t/p/original/21328.jpg
2009-10-21,The Eight Mountains 3,A compelling story about friendship.,42.338964,5630,5.1,zh,"Documentary, Fantasy, Comedy",https://image.tmdb.org/t/p/original/60596.jpg
2019-09-06,The Eight Mountains 5,A compelling story about love.,47.512141,1496,5.0,en,"War, Action",https://image.tmdb.org/t/p/original/89139.jpg
2014-07-04,Spider-Man: No Way Home,A compelling story about friendship.,95.431051,4691,6.2,ko,"Science Fiction, Fantasy, Horror",https://image.tmdb.org/t/p/original/58591.jpg
1998-09-15,The Disciple,A compelling story about discovery.,4.671844,11500,6.5,en,"Documentary, Comedy, TV Movie",https://image.tmdb.org/t/p/original/66344.jpg
2010-09-22,Broker,A compelling story about love.,8.783727,4480,6.9,en,"Drama, Comedy, Adventure",https://image.tmdb.org/t/p/original/29737.jpg
2012-08-12,"Quo Vadis, Aida?",A compelling story about friendship.,22.125977,22013,3.6,es,"TV Movie, Thriller",https://image.tmdb.org/t/p/original/82589.jpg
2017-08-14,Interstellar,A compelling story about adventure.,13.225318,27581,7.1,en,"TV Movie, Mystery",https://image.tmdb.org/t/p/original/52155.jpg
2016-08-01,Saint Omer 3,A compelling story about friendship.,10.839087,24678,6.7,en,"Fantasy, Mystery, Animation",https://image.tmdb.org/t/p/original/83766.jpg
1991-07-03,Monster,A compelling story about justice.,8.85746,11733,5.3,ja,"Fantasy, Animation, Mystery",https://image.tmdb.org/t/p/original/96551.jpg
1998-10-10,The Eight Mountains 4,A compelling story about justice.,18.017239,13898,5.9,en,"Thriller, Animation",https://image.tmdb.org/t/p/original/20988.jpg
2005-10-17,Iron Man,A compelling story about justice.,17.141268,7187,6.4,zh,"Comedy, Thriller",https://image.tmdb.org/t/p/original/63209.jpg
2013-03-20,The Zone of Interest,A compelling story about war.,3.521808,13211,2.0,en,"Science Fiction, History, Comedy",https://image.tmdb.org/t/p/original/90373.jpg
2008-01-25,Mank,A compelling story about adventure.,12.763328,5451,4.7,en,Horror,https://image.tmdb.org/t/p/original/19079.jpg
2015-03-13,The Fabelmans,A compelling story about family.,16.125053,18234,7.6,en,"Romance, Drama",https://image.tmdb.org/t/p/original/56987.jpg
1990-08-26,Riceboy Sleeps,A compelling story about survival.,16.892752,11729,5.5,en,Romance,https://image.tmdb.org/t/p/original/81261.jpg
2023-08-27,All of Us Strangers,A compelling story about friendship.,4.717161,5407,6.1,pt,Fantasy,https://image.tmdb.org/t/p/original/95832.jpg
1993-02-02,The Banshees of Inisherin,A compelling story about love.,27.116963,1631,6.1,en,"Drama, Adventure",https://image.tmdb.org/t/p/original/29763.jpg
2007-11-04,Bridge of Spies,A compelling story about justice.,0.510441,17955,7.1,en,Horror,https://image.tmdb.org/t/p/original/13501.jpg
2011-10-04,The Worst Person in the World 4,A compelling story about discovery.,8.764886,22243,5.7,en,"Thriller, War, Romance",https://image.tmdb.org/t/p/original/91323.jpg
2008-10-16,Frozen,A compelling story about friendship.,30.301896,17810,5.8,it,"Family, Horror",https://image.tmdb.org/t/p/original/22035.jpg
2011-01-04,Broker,A compelling story about war.,16.597349,27550,6.4,en,"War, Mystery",https://image.tmdb.org/t/p/original/12208.jpg
2022-12-23,Sick of Myself,A compelling story about war.,6.053544,4200,7.2,fr,"Mystery, Science Fiction",https://image.tmdb.org/t/p/original/11467.jpg
1993-12-07,Hillbilly Elegy,A compelling story about family.,23.745796,5064,7.6,it,Romance,https://image.tmdb.org/t/p/original/40860.jpg
2023-03-18,Black Widow,A compelling story about justice.,16.758417,1140,5.8,en,Family,https://image.tmdb.org/t/p/original/66134.jpg
2021-03-08,Promising Young Woman,A compelling story about family.,31.816603,25999,5.6,hi,Comedy,https://image.tmdb.org/t/p/original/66621.jpg
1999-05-21,Dick Johnson Is Dead,A compelling story about war.,26.56241,14081,6.0,ko,Documentary,https://image.tmdb.org/t/p/original/71294.jpg
2009-12-01,Inception,A compelling story about love.,18.837706,19991,7.8,en,"Horror, War",https://image.tmdb.org/t/p/original/52907.jpg
2021-10-23,Avatar,A compelling story about family.,13.395555,11946,7.1,es,"Animation, Music",https://image.tmdb.org/t/p/original/80316.jpg
2002-02-03,Get Out 3,A compelling story about war.,2.858528,2128,5.6,it,"Thriller, TV Movie",https://image.tmdb.org/t/p/original/15323.jpg
1990-03-20,May December,A compelling story about adventure.,6.058162,673,4.3,ko,"Fantasy, Comedy",https://image.tmdb.org/t/p/original/93124.jpg
1997-09-04,A Star Is Born 5,A compelling story about adventure.,10.863515,29650,7.5,en,"Music, Animation, Romance",https://image.tmdb.org/t/p/original/81079.jpg
