Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,vote_category
2019,The Martian,2.473471,24367,7.2,Romance,Good
2001,Inception,70.209234,27081,3.8,Science Fiction,Very Poor
2001,Inception,70.209234,27081,3.8,Horror,Very Poor
2001,Inception,70.209234,27081,3.8,Thriller,Very Poor
2008,The Irishman 4,0.44454,6837,5.9,Animation,Below Average
2003,Problemista,32.460334,16207,7.5,History,Good
2003,Problemista,32.460334,16207,7.5,Crime,Good
2011,Possessor 5,31.026696,25674,7.9,Crime,Good
2011,Possessor 5,31.026696,25674,7.9,Thriller,Good
2011,Possessor 5,31.026696,25674,7.9,Adventure,Good
2021,The Matrix,7.05406,802,4.0,Music,Poor
2021,The Matrix,7.05406,802,4.0,Western,Poor
2021,The Matrix,7.05406,802,4.0,Thriller,Poor
2015,Broker,2.915009,6937,7.6,Documentary,Good
2015,Broker,2.915009,6937,7.6,Adventure,Good
2007,The Wolf of Wall Street 5,3.147787,17661,5.0,Horror,Below Average
2011,Bodies Bodies Bodies,23.908959,9752,7.0,Family,Good
2011,Bodies Bodies Bodies,23.908959,9752,7.0,Romance,Good
2011,Bodies Bodies Bodies,23.908959,9752,7.0,TV Movie,Good
1994,Nomadland,20.589558,6379,5.5,Adventure,Below Average
1994,Nomadland,20.589558,6379,5.5,War,Below Average
1994,Nomadland,20.589558,6379,5.5,Romance,Below Average
2014,Rocketman,30.533732,14810,7.1,Family,Good
2014,Rocketman,30.533732,14810,7.1,Horror,Good
1990,Women Talking 2,55.445751,19084,5.8,Family,Below Average
1990,Women Talking 2,55.445751,19084,5.8,War,Below Average
1990,Women Talking 2,55.445751,19084,5.8,Documentary,Below Average
2006,Braveheart,23.548394,7884,4.5,Comedy,Poor
2007,The Innocent 4,3.388538,16686,5.5,Thriller,Below Average
2007,The Innocent 4,3.388538,16686,5.5,Western,Below Average
2007,The Innocent 4,3.388538,16686,5.5,Romance,Below Average
2016,The Personal History of David Copperfield,5.579538,6874,6.8,Animation,Average
2016,The Personal History of David Copperfield,5.579538,6874,6.8,Documentary,Average
1993,Collective 5,36.927743,4032,5.7,Fantasy,Below Average
1993,Collective 5,36.927743,4032,5.7,Western,Below Average
1993,Collective 5,36.927743,4032,5.7,Animation,Below Average
2021,Godzilla Minus One 4,4.696887,25990,4.9,Music,Poor
2020,The Innocent,1.505731,18042,4.7,Action,Poor
2010,Supernova,24.299331,11018,5.2,Comedy,Below Average
2010,Supernova,24.299331,11018,5.2,Crime,Below Average
2010,Supernova,24.299331,11018,5.2,Thriller,Below Average
2001,The Worst Person in the World,10.300902,12112,5.2,Adventure,Below Average
2001,The Worst Person in the World,10.300902,12112,5.2,Science Fiction,Below Average
2001,The Worst Person in the World,10.300902,12112,5.2,Drama,Below Average
1993,Minari,50.524589,29923,6.9,Mystery,Average
1993,Minari,50.524589,29923,6.9,Documentary,Average
1994,Her Smell,21.011023,15352,5.7,Romance,Below Average
2007,The Disciple,1.895424,11120,5.8,Crime,Below Average
2007,The Disciple,1.895424,11120,5.8,Thriller,Below Average
2007,The Disciple,1.895424,11120,5.8,Western,Below Average
1996,Pain and Glory 3,59.075141,5181,6.0,Fantasy,Average
1996,Pain and Glory 3,59.075141,5181,6.0,Science Fiction,Average
2017,Women Talking,5.983147,9599,6.8,Western,Average
1993,The Lighthouse 3,8.226017,18087,7.0,Romance,Good
1993,The Lighthouse 3,8.226017,18087,7.0,Thriller,Good
1993,The Lighthouse 3,8.226017,18087,7.0,Fantasy,Good
2011,The Matrix,10.292002,6720,5.6,Action,Below Average
2011,The Matrix,10.292002,6720,5.6,Science Fiction,Below Average
2007,Pulp Fiction,1.051657,17431,5.9,Romance,Below Average
2005,Bardo,13.724044,20246,7.0,Family,Good
2007,Preparations to Be Together,2.63223,5469,5.4,Crime,Below Average
2007,Preparations to Be Together,2.63223,5469,5.4,Music,Below Average
2007,Preparations to Be Together,2.63223,5469,5.4,Western,Below Average
2005,The Fabelmans,10.248883,14947,5.5,Music,Below Average
2005,The Fabelmans,10.248883,14947,5.5,Western,Below Average
2010,Another Round 5,8.63751,9764,7.0,Science Fiction,Good
2010,Another Round 5,8.63751,9764,7.0,Horror,Good
2014,Booksmart,29.642021,25698,5.5,Romance,Below Average
2014,Booksmart,29.642021,25698,5.5,TV Movie,Below Average
1991,Parasite,32.508349,7058,6.5,Comedy,Average
2007,Inception,3.330843,22578,4.3,Action,Poor
1996,Barbie,9.131522,9493,6.9,Music,Average
2016,Booksmart,9.347443,17555,6.0,Horror,Average
2016,Booksmart,9.347443,17555,6.0,Western,Average
2019,News of the World 3,3.283593,17423,6.7,Family,Average
2019,News of the World 3,3.283593,17423,6.7,Adventure,Average
2001,All Quiet on the Western Front 5,32.034704,28923,7.5,Fantasy,Good
2001,All Quiet on the Western Front 5,32.034704,28923,7.5,Action,Good
2001,All Quiet on the Western Front 5,32.034704,28923,7.5,Thriller,Good
1996,Io Capitano,24.567245,12459,5.8,Fantasy,Below Average
1996,Io Capitano,24.567245,12459,5.8,Drama,Below Average
1996,Io Capitano,24.567245,12459,5.8,War,Below Average
2009,Nope,4.22385,15364,4.4,Science Fiction,Poor
2009,Nope,4.22385,15364,4.4,Documentary,Poor
2009,Nope,4.22385,15364,4.4,Western,Poor
2014,Io Capitano,9.136913,27325,5.8,Thriller,Below Average
2004,Avengers: Endgame,2.236629,988,7.7,Music,Good
2004,Avengers: Endgame,2.236629,988,7.7,Drama,Good
2004,Avengers: Endgame,2.236629,988,7.7,Family,Good
1995,Inside the Yellow Cocoon Shell,19.788339,8719,6.4,Documentary,Average
1995,Inside the Yellow Cocoon Shell,19.788339,8719,6.4,History,Average
2018,The Two Popes,2.587872,29579,4.9,Drama,Poor
2014,Supernova,85.280135,25368,6.0,History,Average
2014,Supernova,85.280135,25368,6.0,Fantasy,Average
2014,Supernova,85.280135,25368,6.0,Crime,Average
2014,The Lion King,30.344658,15770,6.8,Crime,Average
2007,Inside the Yellow Cocoon Shell 4,9.893749,11033,6.0,Western,Average
2007,Inside the Yellow Cocoon Shell 4,9.893749,11033,6.0,Action,Average
2007,Inside the Yellow Cocoon Shell 4,9.893749,11033,6.0,Comedy,Average
2021,Vice,17.281744,29861,6.0,Thriller,Average
2021,Vice,17.281744,29861,6.0,Animation,Average
2021,Vice,17.281744,29861,6.0,Adventure,Average
2023,Gladiator,48.459339,28766,5.3,Drama,Below Average
2023,Gladiator,48.459339,28766,5.3,Thriller,Below Average
1991,Three Billboards Outside Ebbing Missouri 3,16.153179,21523,5.4,Animation,Below Average
1991,Three Billboards Outside Ebbing Missouri 3,16.153179,21523,5.4,Comedy,Below Average
1991,Three Billboards Outside Ebbing Missouri 3,16.153179,21523,5.4,Romance,Below Average
2014,Green Book 2,3.835284,16531,6.5,Western,Average
2014,Green Book 2,3.835284,16531,6.5,Family,Average
2014,Green Book 2,3.835284,16531,6.5,Drama,Average
2003,Avatar 4,9.518932,25339,6.8,Horror,Average
2003,Avatar 4,9.518932,25339,6.8,Fantasy,Average
2003,Avatar 4,9.518932,25339,6.8,Drama,Average
1994,The Eight Mountains,37.048652,11155,6.0,Horror,Average
1994,The Eight Mountains,37.048652,11155,6.0,Thriller,Average
2014,Her Smell,20.668462,21202,5.6,Animation,Below Average
2014,Her Smell,20.668462,21202,5.6,Crime,Below Average
2014,Her Smell,20.668462,21202,5.6,History,Below Average
2015,Spider-Man: No Way Home,21.037879,14501,7.1,Drama,Good
2010,Black Widow,40.321297,18849,5.7,Fantasy,Below Average
2010,Black Widow,40.321297,18849,5.7,Adventure,Below Average
2010,Black Widow,40.321297,18849,5.7,Music,Below Average
2007,The Gentlemen,44.881241,27420,6.5,TV Movie,Average
2007,The Gentlemen,44.881241,27420,6.5,Science Fiction,Average
2007,The Gentlemen,44.881241,27420,6.5,Action,Average
2008,Ford v Ferrari,50.462783,7402,6.8,Animation,Average
2008,Ford v Ferrari,50.462783,7402,6.8,Drama,Average
2020,Tár,1.993074,25165,4.7,War,Poor
2005,Pain and Glory,15.710777,11457,6.4,Science Fiction,Average
2005,Pain and Glory,15.710777,11457,6.4,Family,Average
2005,Pain and Glory,15.710777,11457,6.4,Crime,Average
1994,Call Me by Your Name,26.980705,19660,3.0,Drama,Very Poor
1991,Time 4,28.287857,21043,6.1,Comedy,Average
1991,Time 4,28.287857,21043,6.1,Horror,Average
2012,Possessor 3,18.664476,8597,6.9,Romance,Average
1991,Midsommar,3.649327,10139,6.6,Drama,Average
2018,First Cow 3,31.932463,13917,7.2,History,Good
2017,Bodies Bodies Bodies,25.467267,21647,6.6,Action,Average
2017,Bodies Bodies Bodies,25.467267,21647,6.6,Music,Average
2004,Past Lives 3,1.801465,5438,5.5,Western,Below Average
2004,Past Lives 3,1.801465,5438,5.5,Family,Below Average
2004,Past Lives 3,1.801465,5438,5.5,War,Below Average
2006,The Lighthouse,12.465328,22379,4.4,Drama,Poor
2000,The Father 5,3.822663,29491,6.3,Science Fiction,Average
2023,Vice,8.234001,2599,6.8,TV Movie,Average
2023,Vice,8.234001,2599,6.8,Thriller,Average
2023,Vice,8.234001,2599,6.8,Drama,Average
2002,Darkest Hour 4,0.364931,23570,4.1,Family,Poor
2002,Darkest Hour 4,0.364931,23570,4.1,Horror,Poor
2002,Darkest Hour 4,0.364931,23570,4.1,TV Movie,Poor
2013,Monster 5,10.227511,3044,6.7,Horror,Average
2004,Return to Seoul,15.964685,179,6.3,Documentary,Average
2004,Return to Seoul,15.964685,179,6.3,TV Movie,Average
2004,Return to Seoul,15.964685,179,6.3,Horror,Average
2000,I'm Thinking of Ending Things,19.329724,26923,5.8,TV Movie,Below Average
2000,I'm Thinking of Ending Things,19.329724,26923,5.8,Animation,Below Average
2000,I'm Thinking of Ending Things,19.329724,26923,5.8,History,Below Average
1993,Ex Machina,21.782569,3249,6.7,War,Average
1993,Ex Machina,21.782569,3249,6.7,Action,Average
1993,Ex Machina,21.782569,3249,6.7,Horror,Average
2023,Oppenheimer,36.193335,3425,5.9,Horror,Below Average
2023,Oppenheimer,36.193335,3425,5.9,Animation,Below Average
2023,Oppenheimer,36.193335,3425,5.9,Music,Below Average
1999,Toy Story 4,4.853229,19962,5.8,Romance,Below Average
1999,Toy Story 4,4.853229,19962,5.8,Thriller,Below Average
2017,"Argentina, 1985",2.567621,11418,4.7,Mystery,Poor
2017,"Argentina, 1985",2.567621,11418,4.7,History,Poor
2001,Guillermo del Toro's Pinocchio 5,38.148413,3494,6.7,Documentary,Average
2009,Spotlight,3.406583,21229,4.6,Drama,Poor
2009,Spotlight,3.406583,21229,4.6,Adventure,Poor
1994,Mank 4,73.586569,18235,5.4,Romance,Below Average
1995,Happening,36.971452,14933,6.7,Mystery,Average
2001,Anatomy of a Fall 3,13.898039,23272,6.0,Science Fiction,Average
2001,Anatomy of a Fall 3,13.898039,23272,6.0,Adventure,Average
2020,Minari 4,79.714925,28346,8.3,TV Movie,Excellent
2020,Minari 4,79.714925,28346,8.3,Thriller,Excellent
2005,The Martian,2.049,20946,6.9,History,Average
2002,The Worst Person in the World,7.221284,6854,7.1,TV Movie,Good
1994,Whiplash,20.334624,19420,7.2,Adventure,Good
1994,Whiplash,20.334624,19420,7.2,Fantasy,Good
1994,Whiplash,20.334624,19420,7.2,Comedy,Good
1996,The Fabelmans,8.61587,22583,5.9,Crime,Below Average
1996,The Fabelmans,8.61587,22583,5.9,History,Below Average
1996,The Fabelmans,8.61587,22583,5.9,Fantasy,Below Average
2001,Never Rarely Sometimes Always,52.725539,3975,5.6,Romance,Below Average
2001,Never Rarely Sometimes Always,52.725539,3975,5.6,Drama,Below Average
2019,Priscilla 2,1.357572,7194,4.7,Science Fiction,Poor
2013,American Beauty 2,15.94403,26187,4.5,Western,Poor
2013,American Beauty 2,15.94403,26187,4.5,Family,Poor
1999,Spotlight,17.874264,21873,7.6,Action,Good
1999,Spotlight,17.874264,21873,7.6,Fantasy,Good
1999,Spotlight,17.874264,21873,7.6,Science Fiction,Good
2005,The Innocent 2,21.152946,5390,5.5,Comedy,Below Average
2000,Decision to Leave 4,5.905314,17540,7.3,Action,Good
1991,Memory Box 3,9.068954,20720,4.4,Science Fiction,Poor
1993,The Quiet Girl,37.11707,15295,6.0,Action,Average
1993,The Quiet Girl,37.11707,15295,6.0,Fantasy,Average
2000,Doctor Strange in the Multiverse of Madness 5,4.336838,27270,7.7,Comedy,Good
2000,Doctor Strange in the Multiverse of Madness 5,4.336838,27270,7.7,Western,Good
2000,Doctor Strange in the Multiverse of Madness 5,4.336838,27270,7.7,Thriller,Good
1999,La La Land,35.074002,121,6.5,Western,Average
1999,La La Land,35.074002,121,6.5,Science Fiction,Average
1999,La La Land,35.074002,121,6.5,Action,Average
2013,The Revenant,16.540678,16153,6.6,Science Fiction,Average
2013,The Revenant,16.540678,16153,6.6,Western,Average
2007,The Worst Person in the World 2,28.725456,16986,5.5,Comedy,Below Average
2019,Babylon,25.007831,7423,5.1,TV Movie,Below Average
1997,Parasite 5,4.651546,14736,6.1,Documentary,Average
2000,Arrival 4,16.824256,24573,4.8,Animation,Poor
2000,Arrival 4,16.824256,24573,4.8,Family,Poor
1992,News of the World,40.457165,27025,6.1,Documentary,Average
1992,News of the World,40.457165,27025,6.1,Western,Average
1998,Brooklyn,11.31677,17632,7.4,Music,Good
1998,Brooklyn,11.31677,17632,7.4,Thriller,Good
2019,Minari,67.978462,5993,4.7,History,Poor
2019,Minari,67.978462,5993,4.7,Animation,Poor
2019,Minari,67.978462,5993,4.7,Action,Poor
2021,Ma Rainey's Black Bottom,12.037452,19188,7.0,Crime,Good
2015,Perfect Days,3.081345,27000,7.4,Crime,Good
2015,Downsizing 4,9.8674,10331,5.9,Comedy,Below Average
2023,The Lion King,60.607471,27439,6.2,TV Movie,Average
2015,Little Women,7.705041,11071,5.6,Romance,Below Average
2015,Little Women,7.705041,11071,5.6,Animation,Below Average
2015,Little Women,7.705041,11071,5.6,Mystery,Below Average
2016,Spotlight,40.513945,29781,5.8,Action,Below Average
2016,Spotlight,40.513945,29781,5.8,Thriller,Below Average
2021,Portrait of a Lady on Fire,42.614812,3608,7.2,History,Good
1992,The Batman,8.621398,20197,7.1,Western,Good
2013,Parasite,1.738577,1536,6.7,Thriller,Average
2013,Parasite,1.738577,1536,6.7,Documentary,Average
2016,Finding Nemo,25.787557,7919,6.9,Animation,Average
2016,Finding Nemo,25.787557,7919,6.9,Romance,Average
2009,Rocketman,7.465156,1979,6.4,Horror,Average
2009,Rocketman,7.465156,1979,6.4,TV Movie,Average
2009,Rocketman,7.465156,1979,6.4,Fantasy,Average
2010,Wheel of Fortune and Fantasy,30.55012,9153,4.7,Drama,Poor
2010,Wheel of Fortune and Fantasy,30.55012,9153,4.7,Mystery,Poor
1991,Shang-Chi 2,11.691411,17896,7.5,TV Movie,Good
1991,Shang-Chi 2,11.691411,17896,7.5,Animation,Good
1991,Shang-Chi 2,11.691411,17896,7.5,Adventure,Good
1999,Close,13.282129,20861,5.1,Drama,Below Average
1999,Close,13.282129,20861,5.1,History,Below Average
1998,La La Land,30.093398,11538,6.1,Music,Average
2009,Joker,9.637098,22801,7.2,History,Good
1999,Three Billboards Outside Ebbing Missouri 4,11.708374,8311,4.5,History,Poor
1999,Three Billboards Outside Ebbing Missouri 4,11.708374,8311,4.5,Documentary,Poor
2018,Coco,9.438204,28572,6.9,Drama,Average
2018,Coco,9.438204,28572,6.9,Adventure,Average
2018,Coco,9.438204,28572,6.9,Animation,Average
2015,Shadow,9.156459,2364,4.8,Thriller,Poor
2019,Society of the Snow,14.928705,5329,6.9,Western,Average
2019,Society of the Snow,14.928705,5329,6.9,Family,Average
2019,Society of the Snow,14.928705,5329,6.9,Fantasy,Average
2019,Napoleon 3,33.088647,235,7.6,Mystery,Good
2019,Napoleon 3,33.088647,235,7.6,Music,Good
1993,No Time to Die,8.981078,14530,5.3,Family,Below Average
1996,Guillermo del Toro's Pinocchio,14.857454,3021,5.2,Action,Below Average
1996,Guillermo del Toro's Pinocchio,14.857454,3021,5.2,Thriller,Below Average
1996,Guillermo del Toro's Pinocchio,14.857454,3021,5.2,Documentary,Below Average
1993,The Whale,22.217381,4136,6.3,Science Fiction,Average
1993,The Whale,22.217381,4136,6.3,History,Average
2014,The Midnight Sky,6.278863,623,5.1,Horror,Below Average
2014,The Midnight Sky,6.278863,623,5.1,Family,Below Average
2014,The Midnight Sky,6.278863,623,5.1,War,Below Average
2017,Once Upon a Time in Hollywood,6.501388,14092,3.6,Mystery,Very Poor
2017,Once Upon a Time in Hollywood,6.501388,14092,3.6,Crime,Very Poor
2017,Once Upon a Time in Hollywood,6.501388,14092,3.6,Horror,Very Poor
2008,Uncut Gems 3,54.184956,16492,6.2,Western,Average
2008,Uncut Gems 3,54.184956,16492,6.2,Animation,Average
2008,Uncut Gems 3,54.184956,16492,6.2,Science Fiction,Average
2022,Gladiator,25.71339,5468,6.6,Action,Average
2022,Gladiator,25.71339,5468,6.6,Documentary,Average
2022,Gladiator,25.71339,5468,6.6,Thriller,Average
1992,Aftersun,17.21649,9012,5.8,Horror,Below Average
2012,"Quo Vadis, Aida?",20.866582,22310,6.3,Crime,Average
2009,Elvis,0.594745,19731,7.5,Family,Good
2009,Elvis,0.594745,19731,7.5,Thriller,Good
1990,Sick of Myself,19.252085,2709,5.8,Documentary,Below Average
1990,Sick of Myself,19.252085,2709,5.8,Crime,Below Average
1990,Sick of Myself,19.252085,2709,5.8,Romance,Below Average
2007,Killers of the Flower Moon,14.246962,29495,5.9,TV Movie,Below Average
2022,Spotlight 5,15.782137,22311,6.2,Comedy,Average
2022,Spotlight 5,15.782137,22311,6.2,Science Fiction,Average
2023,Pieces of a Woman,8.907745,7527,5.8,Mystery,Below Average
2018,The Florida Project,1.699699,1029,5.8,Animation,Below Average
2018,The Florida Project,1.699699,1029,5.8,Drama,Below Average
2018,The Florida Project,1.699699,1029,5.8,War,Below Average
2019,Her Smell,4.297041,19419,8.3,TV Movie,Excellent
2019,Her Smell,4.297041,19419,8.3,Comedy,Excellent
2010,The Personal History of David Copperfield,60.214771,15913,6.4,TV Movie,Average
2010,The Personal History of David Copperfield,60.214771,15913,6.4,Comedy,Average
1993,The Personal History of David Copperfield,10.508621,19922,5.8,Music,Below Average
1997,Wild Rose,12.572792,20280,7.9,History,Good
2021,Bohemian Rhapsody,1.082996,22625,7.5,Horror,Good
2021,Bohemian Rhapsody,1.082996,22625,7.5,Action,Good
2021,Bohemian Rhapsody,1.082996,22625,7.5,Drama,Good
2022,Judy,0.765801,21576,6.9,Science Fiction,Average
2022,Judy,0.765801,21576,6.9,War,Average
2022,Avatar,25.258995,29603,5.5,Music,Below Average
2014,A Beautiful Mind,15.447906,13708,9.5,Documentary,Excellent
2014,A Beautiful Mind,15.447906,13708,9.5,Animation,Excellent
2018,Nomadland,14.21425,16160,4.3,Drama,Poor
2007,Avatar,5.571131,5588,4.1,Horror,Poor
2007,Avatar,5.571131,5588,4.1,Thriller,Poor
2007,Avatar,5.571131,5588,4.1,Mystery,Poor
2002,Oppenheimer,27.310294,6739,6.7,History,Average
2014,"I, Tonya 3",3.684145,6971,5.8,History,Below Average
2014,"I, Tonya 3",3.684145,6971,5.8,Action,Below Average
2004,Decision to Leave,4.212809,11181,3.2,Horror,Very Poor
2009,I'm Thinking of Ending Things 3,12.350117,13957,6.0,Western,Average
2009,I'm Thinking of Ending Things 3,12.350117,13957,6.0,Thriller,Average
2002,Forrest Gump,6.745287,27926,6.3,War,Average
2002,Forrest Gump,6.745287,27926,6.3,History,Average
2002,Forrest Gump,6.745287,27926,6.3,Family,Average
2002,Men,5.686102,22407,6.0,Horror,Average
1999,Cold War 3,20.726143,17190,6.6,Documentary,Average
2006,Happening,21.052048,1967,5.6,Animation,Below Average
2006,Happening,21.052048,1967,5.6,Comedy,Below Average
1994,Coco,34.80427,19460,6.0,Science Fiction,Average
1992,Hillbilly Elegy,10.815684,13310,7.8,Romance,Good
1992,Hillbilly Elegy,10.815684,13310,7.8,Music,Good
2020,Nyad,1.51787,27606,7.4,Adventure,Good
2020,Nyad,1.51787,27606,7.4,Mystery,Good
2019,Saint Omer,6.394917,19074,5.9,Family,Below Average
2019,Saint Omer,6.394917,19074,5.9,Action,Below Average
2021,The Lighthouse,78.245924,4451,6.9,Action,Average
2019,Little Women 5,18.139613,13021,7.2,Romance,Good
2013,Three Billboards Outside Ebbing Missouri,24.739363,19342,5.1,Mystery,Below Average
2013,Three Billboards Outside Ebbing Missouri,24.739363,19342,5.1,Music,Below Average
2013,Three Billboards Outside Ebbing Missouri,24.739363,19342,5.1,Documentary,Below Average
2011,The Eight Mountains,0.147701,20125,6.6,Documentary,Average
2010,EO,14.604762,1111,6.4,History,Average
2023,Titane,0.76502,21878,7.0,Action,Good
2005,Toy Story 4,16.843629,9239,5.1,History,Below Average
2005,Toy Story 4,16.843629,9239,5.1,Documentary,Below Average
2005,Toy Story 4,16.843629,9239,5.1,Crime,Below Average
1991,The Wolf of Wall Street,50.70822,20625,6.2,Science Fiction,Average
1991,The Wolf of Wall Street,50.70822,20625,6.2,Action,Average
2007,The Wolf of Wall Street,69.104075,13625,5.3,Documentary,Below Average
2007,The Wolf of Wall Street,69.104075,13625,5.3,TV Movie,Below Average
2009,David Byrne's American Utopia,15.55462,14742,6.6,TV Movie,Average
2009,David Byrne's American Utopia,15.55462,14742,6.6,Horror,Average
2015,The Favourite,12.257344,25377,5.2,Animation,Below Average
2009,The Teachers' Lounge,58.014659,12376,5.5,Mystery,Below Average
1999,I'm Thinking of Ending Things,22.393236,9980,6.3,Crime,Average
1999,I'm Thinking of Ending Things,22.393236,9980,6.3,History,Average
2004,Gladiator 3,1.342021,13002,5.1,Action,Below Average
2004,Gladiator 3,1.342021,13002,5.1,War,Below Average
1999,The Silence of the Lambs 2,12.536913,991,4.3,Family,Poor
1999,The Silence of the Lambs 2,12.536913,991,4.3,Crime,Poor
1999,The Silence of the Lambs 2,12.536913,991,4.3,Adventure,Poor
2022,One Night in Miami 3,5.495186,25851,7.4,TV Movie,Good
2015,Dunkirk,12.690183,21564,5.4,War,Below Average
2015,Dunkirk,12.690183,21564,5.4,Science Fiction,Below Average
2011,Anatomy of a Fall,12.156482,25329,4.5,Crime,Poor
2011,Anatomy of a Fall,12.156482,25329,4.5,Animation,Poor
2005,Speak No Evil 4,17.452406,16140,4.9,Family,Poor
2005,Speak No Evil 4,17.452406,16140,4.9,Documentary,Poor
2005,Speak No Evil 4,17.452406,16140,4.9,Mystery,Poor
2020,"Argentina, 1985",8.825074,18825,6.1,History,Average
2020,"Argentina, 1985",8.825074,18825,6.1,Fantasy,Average
2020,"Argentina, 1985",8.825074,18825,6.1,Mystery,Average
2010,The Dark Knight 4,3.589004,8576,8.1,Family,Excellent
2010,The Dark Knight 4,3.589004,8576,8.1,Comedy,Excellent
2015,Three Billboards Outside Ebbing Missouri,14.012277,26339,6.0,Crime,Average
2016,"I, Tonya",35.46302,6359,6.9,Comedy,Average
2016,"I, Tonya",35.46302,6359,6.9,Crime,Average
2016,"I, Tonya",35.46302,6359,6.9,Action,Average
2011,Ford v Ferrari,21.81361,20291,5.7,Thriller,Below Average
2011,Ford v Ferrari,21.81361,20291,5.7,Romance,Below Average
2011,Ford v Ferrari,21.81361,20291,5.7,Horror,Below Average
2009,Corsage,8.260911,10738,6.4,Drama,Average
2009,Corsage,8.260911,10738,6.4,Music,Average
2009,Corsage,8.260911,10738,6.4,Thriller,Average
2021,Problemista,54.828941,7558,6.0,Thriller,Average
2003,Evil Does Not Exist,48.6556,18385,6.9,Romance,Average
2003,Evil Does Not Exist,48.6556,18385,6.9,Crime,Average
2003,Evil Does Not Exist,48.6556,18385,6.9,Action,Average
2005,American Beauty,4.697957,19322,4.8,Documentary,Poor
2005,American Beauty,4.697957,19322,4.8,Science Fiction,Poor
2005,American Beauty,4.697957,19322,4.8,Thriller,Poor
2000,La La Land,0.80431,21824,6.3,Drama,Average
2000,La La Land,0.80431,21824,6.3,Fantasy,Average
2000,La La Land,0.80431,21824,6.3,Western,Average
2010,Monster,27.042397,3456,6.4,Western,Average
1995,The Godfather,35.159949,23169,6.7,TV Movie,Average
1995,The Godfather,35.159949,23169,6.7,Action,Average
1995,Brooklyn,68.75592,25177,4.6,Fantasy,Poor
1995,Brooklyn,68.75592,25177,4.6,Crime,Poor
1999,David Byrne's American Utopia,44.115774,21555,5.6,TV Movie,Below Average
1999,David Byrne's American Utopia,44.115774,21555,5.6,Action,Below Average
2021,The Disciple,18.352571,12830,6.9,Science Fiction,Average
1999,La La Land,15.102679,18963,6.5,Adventure,Average
1999,La La Land,15.102679,18963,6.5,Comedy,Average
2020,Coco 5,0.564719,2882,8.3,Thriller,Excellent
2020,Coco 5,0.564719,2882,8.3,Music,Excellent
1998,Thor: Love and Thunder,5.664678,9378,5.6,Science Fiction,Below Average
1998,Thor: Love and Thunder,5.664678,9378,5.6,Music,Below Average
2013,"Quo Vadis, Aida?",12.309459,1345,3.8,Family,Very Poor
2012,Corsage 3,19.804338,5423,5.6,Animation,Below Average
2012,Corsage 3,19.804338,5423,5.6,Romance,Below Average
2012,Corsage 3,19.804338,5423,5.6,TV Movie,Below Average
1995,Doctor Strange in the Multiverse of Madness 3,16.295083,29279,3.0,Music,Very Poor
2009,Frozen,27.145276,16506,7.0,Drama,Good
2009,Frozen,27.145276,16506,7.0,Romance,Good
1992,Women Talking,6.563608,20166,6.2,History,Average
1992,Women Talking,6.563608,20166,6.2,Action,Average
1992,Pulp Fiction,16.646006,13433,6.7,Romance,Average
1992,Pulp Fiction,16.646006,13433,6.7,War,Average
1992,Pulp Fiction,16.646006,13433,6.7,Action,Average
2002,Downsizing,1.845425,5304,6.9,Documentary,Average
2021,The Martian,10.677297,10047,7.4,Action,Good
2008,Ferrari 5,27.738758,1997,3.1,Western,Very Poor
2023,Dick Johnson Is Dead 4,23.644282,4839,3.7,TV Movie,Very Poor
2008,Sound of Metal,93.432049,18379,5.3,Comedy,Below Average
2008,Sound of Metal,93.432049,18379,5.3,Science Fiction,Below Average
2008,Sound of Metal,93.432049,18379,5.3,Adventure,Below Average
2019,Borat Subsequent Moviefilm,6.511587,27878,5.8,History,Below Average
2019,Borat Subsequent Moviefilm,6.511587,27878,5.8,Science Fiction,Below Average
2019,Borat Subsequent Moviefilm,6.511587,27878,5.8,Mystery,Below Average
2006,Manchester by the Sea,13.790646,11444,6.4,Horror,Average
2006,Manchester by the Sea,13.790646,11444,6.4,History,Average
2022,Judy 2,7.995539,21485,6.3,Adventure,Average
2022,Judy 2,7.995539,21485,6.3,War,Average
2004,Green Book,11.617921,14558,6.4,War,Average
2004,Green Book,11.617921,14558,6.4,TV Movie,Average
2004,Green Book,11.617921,14558,6.4,Horror,Average
1992,Fallen Leaves,38.891239,16646,4.3,Drama,Poor
2011,"I, Tonya",23.053498,24709,5.2,Documentary,Below Average
2011,"I, Tonya",23.053498,24709,5.2,Animation,Below Average
2020,Past Lives,42.816331,9438,5.8,Drama,Below Average
2020,Past Lives,42.816331,9438,5.8,Action,Below Average
2020,Past Lives,42.816331,9438,5.8,History,Below Average
2022,Tenet,4.550842,17017,6.0,War,Average
2015,The Teachers' Lounge 5,41.328314,3166,5.6,TV Movie,Below Average
2005,Memory Box 4,1.232451,11338,6.5,History,Average
2005,Memory Box 4,1.232451,11338,6.5,War,Average
2005,Memory Box 4,1.232451,11338,6.5,Crime,Average
2010,Corsage 4,43.89243,3399,4.8,Romance,Poor
2010,Corsage 4,43.89243,3399,4.8,Action,Poor
2010,Corsage 4,43.89243,3399,4.8,History,Poor
2019,Knives Out 3,7.981922,19811,5.6,Documentary,Below Average
2019,Knives Out 3,7.981922,19811,5.6,Adventure,Below Average
1999,Dolemite Is My Name,7.554693,26241,6.8,Thriller,Average
